track_id,track_name,album_id,artist_id,genre_id,duration_seconds
106,Beautiful Closer,24,54,13,206.0
107,Light Lost,9,82,20,299.0
108,Heart Forever,214,38,4,200.0
109,Beautiful Magic,195,81,11,212.0
110,Light Time,173,21,12,360.0
111,City Home,252,42,10,337.0
112,Forever Stars,87,66,1,289.0
113,Believe Fire,278,22,19,284.0
114,Magic Again,39,100,6,162.0
115,Forever Magic,212,47,1,311.0
116,Love Run,78,35,17,279.0
117,Dance Believe,31,83,14,320.0
118,Again Memory,248,16,12,
119,Ocean Love,283,10,2,154.0
120,Lost Heart,141,47,4,154.0
121,Freedom Together,221,37,13,195.0
122,Higher Forever,50,28,12,211.0
123,Light Magic,270,9,10,240.0
124,Night Falling,204,48,10,253.0
125,Wonder Rain,125,40,15,226.0
126,Believe Closer,42,88,20,316.0
127,Rise Rise,48,113,15,246.0
128,Believe Love,29,52,6,329.0
129,Closer Ocean,256,103,6,315.0
130,Closer Dream,290,64,10,285.0
131,Run Alone,118,59,10,327.0
132,Light Fire,244,92,15,169.0
133,Alone Lost,144,101,11,294.0
134,Together Closer,92,12,8,
135,Beautiful Forever,107,110,11,342.0
136,Together Night,204,48,10,226.0
137,Beautiful Magic,124,108,5,249.0
138,Summer Rise,277,17,10,343.0
139,Higher Stars,41,89,8,238.0
140,Rain Magic,224,16,10,169.0
141,Time Summer,204,48,10,157.0
142,Memory Rain,231,33,7,241.0
143,Ocean Home,193,81,16,324.0
144,Night Time,195,81,11,308.0
145,Wonder Night,127,17,18,171.0
146,Wonder Freedom,195,81,11,312.0
147,Summer Falling,200,58,19,177.0
148,City Falling,158,110,18,344.0
149,Night Home,68,39,19,260.0
150,Higher Ocean,285,94,12,176.0
151,Lost Night,182,30,17,302.0
152,Closer Rise,167,15,9,153.0
153,Time Night,199,65,13,335.0
154,Beautiful Higher,125,40,15,193.0
155,Forever Light,87,66,1,227.0
156,Night Home,75,29,5,261.0
157,Memory Freedom,154,117,15,169.0
158,Stars Believe,127,17,18,276.0
159,City Dream,101,110,14,184.0
160,Summer Magic,203,57,15,308.0
161,City Summer,169,78,9,260.0
162,Heart Summer,70,85,3,304.0
163,Memory Summer,103,64,2,195.0
164,Heart Stars,164,53,12,327.0
165,Freedom Rain,295,72,7,233.0
166,Falling Dream,202,11,17,294.0
167,Home Again,280,6,19,346.0
168,Wonder Run,237,86,3,262.0
169,Magic Closer,36,3,20,353.0
170,Forever Believe,256,103,6,227.0
171,Wonder Ocean,79,6,14,352.0
172,Dance Memory,230,91,16,299.0
173,Together Together,260,18,17,327.0
174,Freedom Falling,19,82,9,329.0
175,Dance Believe,275,21,11,171.0
176,Again Again,128,22,9,240.0
177,Beautiful Believe,23,43,18,323.0
178,Freedom Ocean,170,40,11,
179,Rain Higher,133,14,8,341.0
180,Wonder Beautiful,298,44,18,206.0
181,City Time,201,65,5,323.0
182,Forever Falling,257,57,2,156.0
183,Ocean Together,152,94,17,171.0
184,Falling Heart,73,111,15,237.0
185,Higher Memory,106,34,11,239.0
186,Stars Wonder,225,19,14,265.0
187,Fire Freedom,154,117,15,331.0
188,Believe Dream,176,78,15,323.0
189,Higher Home,125,40,15,291.0
190,Ocean City,287,58,8,209.0
191,Home Believe,95,50,7,318.0
192,Stars Dance,15,72,8,200.0
193,Rise Love,220,25,12,330.0
194,Time Wonder,143,85,7,357.0
195,Dream Freedom,296,65,15,287.0
196,Run City,167,15,9,179.0
197,Higher Believe,251,78,6,230.0
198,Beautiful Dream,201,65,5,239.0
199,Dance Home,235,66,19,358.0
200,Together Dance,153,62,13,301.0
201,Summer Dream,69,79,4,211.0
202,Falling Wonder,94,54,16,186.0
203,Dance Forever,215,5,11,297.0
204,Memory Believe,96,9,9,287.0
205,Lost Home,89,57,2,275.0
206,Summer Magic,96,9,9,265.0
207,Love Memory,184,41,19,184.0
208,Lost Higher,197,10,10,317.0
209,Ocean Wonder,252,42,10,263.0
210,Beautiful Love,43,69,14,353.0
211,Fire Light,150,96,3,207.0
212,Time City,87,66,1,294.0
213,Lost Higher,254,117,12,178.0
214,Time Lost,138,70,14,360.0
215,Magic Time,278,22,19,160.0
216,Lost Run,226,120,1,258.0
217,Heart Closer,127,17,18,158.0
218,Closer Magic,179,77,2,172.0
219,Time Freedom,61,2,18,210.0
220,Closer Wonder,180,18,9,306.0
221,Dance Forever,85,37,13,350.0
222,Freedom Fire,106,34,11,295.0
223,Dance Lost,144,101,11,193.0
224,Heart Beautiful,150,96,3,218.0
225,Alone Again,264,16,5,358.0
226,Together Fire,211,117,17,220.0
227,Wonder Closer,65,74,2,183.0
228,Magic Rain,165,77,10,344.0
229,Memory Forever,202,11,17,297.0
230,Rise City,213,99,16,169.0
231,Rise Higher,48,113,15,341.0
232,City Memory,189,100,6,233.0
233,Stars City,48,113,15,312.0
234,Closer Night,184,41,19,353.0
235,Ocean Magic,112,19,8,204.0
236,Magic Heart,166,20,16,236.0
237,Beautiful Closer,67,77,20,274.0
238,Fire Dream,25,113,19,310.0
239,Love Dream,236,1,20,190.0
240,Ocean Run,1,56,3,326.0
241,Home Closer,155,9,5,220.0
242,Light Night,185,54,10,245.0
243,Fire Rise,85,37,13,310.0
244,Ocean Believe,120,3,13,173.0
245,Run Memory,1,56,3,169.0
246,Higher Again,116,60,10,
247,Magic Dream,176,78,15,258.0
248,Night Rain,245,26,2,248.0
249,Dream Summer,53,61,16,244.0
250,Rise Time,71,21,1,358.0
251,Believe Again,69,79,4,186.0
252,Love Dance,289,93,11,316.0
253,Stars Run,180,18,9,310.0
254,Dance Again,211,117,17,263.0
255,Alone Dream,45,82,15,185.0
256,Falling Ocean,197,10,10,230.0
257,Light Believe,127,17,18,171.0
258,Time Wonder,146,100,5,156.0
259,Run Higher,155,9,5,305.0
260,Heart Believe,201,65,5,163.0
261,Memory Rise,123,80,9,178.0
262,Higher Alone,37,15,19,153.0
263,Forever Rise,163,8,19,295.0
264,Again Home,280,6,19,345.0
265,Love Beautiful,38,48,6,
266,Fire Together,111,6,11,165.0
267,Higher Heart,204,48,10,310.0
268,Ocean Wonder,213,99,16,252.0
269,Lost Dance,275,21,11,189.0
270,Night Higher,159,53,11,202.0
271,Lost Summer,80,12,8,250.0
272,Heart Wonder,34,3,18,261.0
273,Fire Rain,123,80,9,172.0
274,City Dance,60,107,7,305.0
275,Dream Love,90,57,16,331.0
276,Home Memory,6,37,7,238.0
277,Home Falling,133,14,8,182.0
278,Stars Alone,138,70,14,180.0
279,Summer Freedom,16,68,18,259.0
280,Light Wonder,33,113,13,297.0
281,City Higher,255,8,3,242.0
282,Home Falling,291,59,8,190.0
283,Alone Beautiful,53,61,16,322.0
284,Stars Higher,117,45,19,150.0
285,Rain Fire,7,60,15,270.0
286,Home Together,77,57,4,159.0
287,Rain Summer,215,5,11,213.0
288,Light Magic,164,53,12,169.0
289,Higher Again,62,38,5,163.0
290,Fire Rise,265,12,11,167.0
291,Time Closer,145,9,18,229.0
292,City Love,284,27,11,244.0
293,Freedom Heart,289,93,11,339.0
294,Falling Beautiful,238,65,17,276.0
295,Stars Alone,101,110,14,289.0
296,Forever Love,126,12,10,
297,Falling Believe,278,22,19,327.0
298,Love Time,172,12,17,318.0
299,Dream Run,158,110,18,285.0
300,Memory Fire,215,5,11,186.0
301,Fire Together,48,113,15,209.0
302,Ocean Wonder,267,82,6,245.0
303,Beautiful Dream,44,44,1,279.0
304,Night Beautiful,202,11,17,295.0
305,Rain Heart,67,77,20,216.0
306,Wonder Magic,202,11,17,338.0
307,Light Rain,232,55,4,169.0
308,Time Time,70,85,3,299.0
309,Home City,55,71,17,269.0
310,Lost Falling,62,38,5,347.0
311,City Light,158,110,18,180.0
312,Magic Wonder,156,92,11,328.0
313,Magic Closer,111,6,11,233.0
314,Falling Rise,128,22,9,281.0
315,Light Magic,154,117,15,194.0
316,Closer City,208,19,12,292.0
317,Dream City,128,22,9,176.0
318,Dream Love,72,38,2,165.0
319,Forever Run,114,88,8,360.0
320,Beautiful Beautiful,44,44,1,216.0
321,Love Night,39,100,6,200.0
322,Freedom Forever,228,120,4,173.0
323,Dream Fire,170,40,11,268.0
324,Ocean Magic,294,47,13,335.0
325,Rise Again,16,68,18,259.0
326,Together Home,110,98,4,220.0
327,Fire Dance,77,57,4,308.0
328,Memory Ocean,152,94,17,290.0
329,Light Rise,45,82,15,185.0
330,Rain Believe,270,9,10,355.0
331,Rise Freedom,10,40,8,332.0
332,Freedom Memory,279,93,20,238.0
333,Summer Rise,258,47,13,219.0
334,Dance Rain,164,53,12,157.0
335,Fire Freedom,144,101,11,270.0
336,Rain Home,300,43,16,175.0
337,Light Lost,124,108,5,358.0
338,Time Rain,29,52,6,297.0
339,Falling Together,199,65,13,194.0
340,Freedom Stars,163,8,19,328.0
341,Wonder Wonder,15,72,8,240.0
342,Forever Beautiful,289,93,11,198.0
343,Lost Heart,253,22,15,194.0
344,Fire Rain,47,56,19,304.0
345,Memory Love,270,9,10,234.0
346,Freedom Forever,104,13,15,237.0
347,Fire Love,166,20,16,187.0
348,Time Dream,73,111,15,284.0
349,Falling Wonder,38,48,6,319.0
350,Summer Heart,52,31,14,232.0
351,Stars Ocean,81,87,9,352.0
352,Believe Summer,250,67,9,194.0
353,Wonder Alone,288,111,20,307.0
354,Again Beautiful,115,82,9,358.0
355,Stars Wonder,158,110,18,225.0
356,Wonder Beautiful,1,56,3,250.0
357,Fire Home,291,59,8,304.0
358,Believe Beautiful,114,88,8,176.0
359,Summer Stars,73,111,15,169.0
360,Home Believe,164,53,12,172.0
361,City Love,172,12,17,217.0
362,Falling Light,35,100,2,351.0
363,Fire Rise,1,56,3,262.0
364,Alone Ocean,86,41,9,276.0
365,Lost Rise,180,18,9,175.0
366,Believe Time,296,65,15,325.0
367,Night Freedom,232,55,4,158.0
368,Light Dream,164,53,12,168.0
369,Home Stars,193,81,16,169.0
370,Summer Dance,48,113,15,307.0
371,Ocean Believe,16,68,18,192.0
372,Home Fire,223,112,12,175.0
373,Ocean Wonder,98,85,16,291.0
374,Light Again,277,17,10,222.0
375,Fire Rise,50,28,12,296.0
376,Forever Fire,252,42,10,
377,Heart Magic,45,82,15,319.0
378,Run Dream,246,70,16,156.0
379,Night Memory,150,96,3,179.0
380,Memory Memory,204,48,10,319.0
381,Rise Home,279,93,20,244.0
382,Home City,190,66,7,161.0
383,Light Rain,239,82,13,218.0
384,Time Wonder,78,35,17,320.0
385,Freedom Lost,177,45,14,255.0
386,Lost Fire,117,45,19,249.0
387,Lost Again,215,5,11,271.0
388,Memory Heart,121,96,2,170.0
389,Higher Beautiful,18,111,16,282.0
390,Dream Time,76,102,10,264.0
391,Run Freedom,86,41,9,199.0
392,Night Again,217,116,6,261.0
393,Magic Dance,76,102,10,216.0
394,Night Rise,35,100,2,292.0
395,Closer Light,167,15,9,283.0
396,Freedom Wonder,7,60,15,309.0
397,Dream Ocean,215,5,11,188.0
398,Time Dream,299,52,17,177.0
399,Freedom Heart,52,31,14,287.0
400,Light Rise,211,117,17,317.0
401,Fire Home,243,90,16,220.0
402,Fire Rise,206,13,18,234.0
403,Stars Memory,26,97,13,218.0
404,Summer Magic,11,61,20,353.0
405,Magic Memory,144,101,11,328.0
406,Forever Heart,117,45,19,340.0
407,Light Stars,165,77,10,256.0
408,Run City,46,67,9,204.0
409,Stars Memory,209,17,20,344.0
410,Magic Fire,192,23,20,281.0
411,Heart Wonder,34,3,18,279.0
412,Alone Beautiful,269,74,12,157.0
413,Magic Fire,103,64,2,213.0
414,Together Falling,26,97,13,330.0
415,Magic City,189,100,6,279.0
416,Again Love,64,33,16,211.0
417,Home Closer,229,5,10,271.0
418,Falling Home,180,18,9,216.0
419,Heart Love,47,56,19,248.0
420,Time Run,293,69,1,206.0
421,Light Believe,106,34,11,254.0
422,Memory Together,5,79,19,183.0
423,Rain Light,5,79,19,305.0
424,Wonder Wonder,157,65,20,314.0
425,Closer Falling,193,81,16,267.0
426,Heart Again,239,82,13,283.0
427,Beautiful Dream,204,48,10,151.0
428,Lost Believe,192,23,20,302.0
429,Again Dream,153,62,13,273.0
430,Believe Summer,142,8,13,220.0
431,Run Forever,153,62,13,282.0
432,Freedom Closer,30,117,13,355.0
433,Again Summer,207,110,20,324.0
434,Believe Memory,14,55,8,225.0
435,Rise Rise,215,5,11,338.0
436,Magic Run,293,69,1,237.0
437,Again Lost,114,88,8,313.0
438,Higher Heart,184,41,19,193.0
439,Home Heart,286,72,4,174.0
440,Stars Freedom,133,14,8,293.0
441,Again Alone,94,54,16,235.0
442,Falling Rain,114,88,8,340.0
443,Freedom Alone,216,20,6,234.0
444,Heart City,300,43,16,180.0
445,Beautiful Dance,299,52,17,168.0
446,Higher Dream,100,112,7,324.0
447,Ocean Fire,153,62,13,188.0
448,Summer Ocean,103,64,2,295.0
449,Forever Summer,235,66,19,333.0
450,Memory Summer,42,88,20,311.0
451,Believe Fire,161,88,16,151.0
452,Time Time,108,92,16,193.0
453,Memory Freedom,82,67,15,345.0
454,Dance Ocean,67,77,20,312.0
455,Memory Rise,220,25,12,151.0
456,Stars Falling,103,64,2,153.0
457,Run Love,272,10,15,
458,Rain Wonder,128,22,9,238.0
459,Rise Higher,53,61,16,300.0
460,Magic Fire,34,3,18,226.0
461,Stars Higher,234,9,4,302.0
462,Alone Again,223,112,12,184.0
463,Falling Time,251,78,6,198.0
464,Love Rain,207,110,20,207.0
465,Run Stars,68,39,19,155.0
466,Dream Falling,87,66,1,332.0
467,Rise Alone,20,36,15,313.0
468,Dance Fire,274,65,2,302.0
469,Believe Magic,56,46,15,155.0
470,Ocean City,60,107,7,247.0
471,Memory Wonder,130,87,13,189.0
472,Heart Ocean,5,79,19,319.0
473,Light Dance,267,82,6,305.0
474,Magic Alone,215,5,11,176.0
475,Heart Dream,61,2,18,350.0
476,Dance Run,102,117,13,349.0
477,Run Falling,268,102,5,330.0
478,Fire Lost,83,105,16,277.0
479,Summer Rain,247,37,12,
480,Together Dream,46,67,9,296.0
481,Night Time,77,57,4,280.0
482,Alone Light,52,31,14,314.0
483,Light City,152,94,17,162.0
484,Closer Fire,90,57,16,224.0
485,Ocean Stars,161,88,16,179.0
486,Love Closer,24,54,13,185.0
487,Summer Falling,88,25,17,262.0
488,Alone Stars,138,70,14,173.0
489,Home Dream,176,78,15,252.0
490,Light Magic,234,9,4,248.0
491,Freedom Ocean,245,26,2,316.0
492,Dream Forever,86,41,9,328.0
493,Dream Ocean,82,67,15,301.0
494,Again City,292,37,16,196.0
495,Dance Love,184,41,19,325.0
496,Memory Together,67,77,20,274.0
497,City Fire,211,117,17,166.0
498,Love Wonder,161,88,16,323.0
499,Stars Beautiful,296,65,15,207.0
500,Higher Higher,174,11,2,326.0
501,Ocean Again,49,49,11,336.0
502,Again Again,178,63,17,314.0
503,Alone Dance,286,72,4,
504,Higher Closer,81,87,9,270.0
505,Night Time,85,37,13,275.0
506,Light Fire,170,40,11,279.0
507,Rise Magic,194,88,19,210.0
508,Freedom Beautiful,228,120,4,264.0
509,City Summer,256,103,6,180.0
510,Dream Rise,10,40,8,255.0
511,Love Magic,282,39,16,173.0
512,Alone Higher,156,92,11,293.0
513,Summer Falling,234,9,4,163.0
514,Summer Lost,233,7,8,346.0
515,Wonder Again,243,90,16,243.0
516,Dream Time,59,93,19,318.0
517,Falling Magic,175,87,3,312.0
518,Lost Higher,150,96,3,245.0
519,Alone Home,24,54,13,276.0
520,Dream Light,210,83,11,306.0
521,Together Closer,62,38,5,250.0
522,Wonder Summer,98,85,16,177.0
523,Together Believe,24,54,13,322.0
524,City Again,231,33,7,300.0
525,Memory Love,69,79,4,285.0
526,Together Ocean,284,27,11,299.0
527,Time Together,261,32,4,195.0
528,Stars Magic,89,57,2,182.0
529,Higher Alone,165,77,10,248.0
530,Light Rise,128,22,9,237.0
531,Freedom Forever,232,55,4,185.0
532,Heart Magic,263,58,7,329.0
533,Wonder Stars,161,88,16,291.0
534,Run Dance,103,64,2,332.0
535,Together Again,177,45,14,183.0
536,Higher Lost,92,12,8,327.0
537,Time Falling,60,107,7,293.0
538,Again Wonder,293,69,1,256.0
539,Heart Alone,274,65,2,258.0
540,Dream Love,268,102,5,247.0
541,Run Light,29,52,6,342.0
542,Again Light,147,70,9,187.0
543,Run Time,152,94,17,288.0
544,Dream Dance,232,55,4,322.0
545,Stars Believe,115,82,9,293.0
546,Freedom Freedom,262,50,18,354.0
547,Together Rise,25,113,19,249.0
548,Lost Fire,161,88,16,153.0
549,Dance Closer,104,13,15,349.0
550,Magic Rain,227,31,13,312.0
551,Time Beautiful,189,100,6,289.0
552,Time Stars,101,110,14,199.0
553,Again Night,91,31,6,197.0
554,Dream Rise,264,16,5,160.0
555,Light Forever,285,94,12,191.0
556,Love Summer,131,34,18,269.0
557,Fire Forever,80,12,8,232.0
558,Memory Freedom,155,9,5,296.0
559,Freedom Wonder,38,48,6,231.0
560,Higher Night,95,50,7,351.0
561,Lost Lost,213,99,16,253.0
562,Alone Run,114,88,8,319.0
563,Heart Run,185,54,10,342.0
564,Lost Magic,244,92,15,342.0
565,Dream Again,5,79,19,238.0
566,Fire Again,125,40,15,232.0
567,Rise Light,59,93,19,288.0
568,Together Higher,13,32,5,360.0
569,Freedom Higher,264,16,5,264.0
570,Alone Believe,152,94,17,199.0
571,Dream Home,43,69,14,347.0
572,Believe Night,4,25,14,203.0
573,Closer Again,110,98,4,258.0
574,Lost Magic,106,34,11,329.0
575,Believe Magic,223,112,12,168.0
576,Love City,79,6,14,333.0
577,Night Fire,45,82,15,195.0
578,Night Beautiful,286,72,4,360.0
579,Ocean Rise,133,14,8,265.0
580,Summer Love,222,26,20,249.0
581,Love Believe,274,65,2,334.0
582,Fire Wonder,300,43,16,168.0
583,Dream Heart,258,47,13,351.0
584,Heart Time,45,82,15,262.0
585,Memory Home,16,68,18,286.0
586,Freedom Freedom,201,65,5,289.0
587,Heart Again,74,102,19,353.0
588,Love Lost,192,23,20,292.0
589,Love Beautiful,22,50,5,302.0
590,Night Heart,281,80,1,203.0
591,Run Ocean,177,45,14,315.0
592,Home Home,73,111,15,206.0
593,Run Dream,130,87,13,196.0
594,Closer Fire,291,59,8,342.0
595,City Believe,282,39,16,290.0
596,Light Dream,35,100,2,200.0
597,Summer Falling,250,67,9,182.0
598,Dream Heart,121,96,2,308.0
599,Summer Memory,100,112,7,265.0
600,Wonder Beautiful,157,65,20,189.0
601,Freedom Summer,187,109,4,259.0
602,Rain Freedom,161,88,16,206.0
603,Light Magic,224,16,10,242.0
604,Alone Memory,170,40,11,268.0
605,Memory Lost,157,65,20,177.0
606,Magic Light,42,88,20,185.0
607,Light Stars,101,110,14,310.0
608,Alone Love,39,100,6,279.0
609,Beautiful Rise,298,44,18,346.0
610,Lost Light,19,82,9,289.0
611,Memory Believe,277,17,10,348.0
612,Rain Alone,201,65,5,347.0
613,Forever City,149,34,2,278.0
614,Falling Higher,204,48,10,152.0
615,Time Higher,85,37,13,185.0
616,Beautiful Beautiful,92,12,8,318.0
617,Stars Stars,75,29,5,273.0
618,Rain Time,21,43,11,274.0
619,Falling Rain,136,5,10,160.0
620,Together Freedom,266,70,10,242.0
621,Alone Fire,233,7,8,160.0
622,Dream Wonder,166,20,16,283.0
623,Magic Stars,141,47,4,217.0
624,Home Rise,292,37,16,317.0
625,Higher Light,40,74,13,246.0
626,Higher Rise,115,82,9,240.0
627,Memory Freedom,177,45,14,273.0
628,Higher Alone,4,25,14,185.0
629,Night Higher,118,59,10,314.0
630,Home Home,77,57,4,242.0
631,Again Rain,61,2,18,256.0
632,Memory Again,59,93,19,272.0
633,Believe Magic,83,105,16,
634,Forever Beautiful,23,43,18,301.0
635,Fire Alone,263,58,7,296.0
636,Light Together,86,41,9,196.0
637,Dance Beautiful,208,19,12,
638,Night Run,146,100,5,264.0
639,Closer Memory,242,70,11,193.0
640,Dance Forever,211,117,17,353.0
641,Dance Again,94,54,16,280.0
642,Together City,176,78,15,302.0
643,Rise Rise,118,59,10,183.0
644,Higher Closer,104,13,15,279.0
645,Dance Dream,77,57,4,195.0
646,Alone Freedom,20,36,15,286.0
647,Night Memory,61,2,18,318.0
648,Magic Love,277,17,10,348.0
649,Higher Ocean,221,37,13,244.0
650,Ocean Rain,272,10,15,355.0
651,Falling Beautiful,196,81,10,355.0
652,Dream Ocean,295,72,7,184.0
653,Together Closer,120,3,13,171.0
654,Ocean Light,279,93,20,
655,Beautiful Higher,4,25,14,180.0
656,Believe Run,193,81,16,326.0
657,Falling Dream,210,83,11,189.0
658,Light Light,300,43,16,287.0
659,Dance Light,188,11,13,324.0
660,Ocean Lost,105,19,14,350.0
661,Falling Lost,92,12,8,292.0
662,Beautiful Falling,158,110,18,348.0
663,Closer Closer,71,21,1,318.0
664,City Freedom,118,59,10,329.0
665,Run Higher,52,31,14,252.0
666,Dance Wonder,282,39,16,325.0
667,Rise Believe,83,105,16,151.0
668,Memory Together,75,29,5,303.0
669,Light Rain,33,113,13,244.0
670,Stars Rise,20,36,15,252.0
671,Heart Wonder,267,82,6,302.0
672,Believe Memory,90,57,16,
673,Heart Run,266,70,10,158.0
674,Higher Wonder,262,50,18,209.0
675,Falling Rain,19,82,9,
676,Night Light,81,87,9,349.0
677,Rise Beautiful,203,57,15,201.0
678,Together Night,36,3,20,290.0
679,Together Beautiful,287,58,8,239.0
680,Rain Dance,142,8,13,199.0
681,Beautiful Love,207,110,20,216.0
682,Dream Lost,260,18,17,168.0
683,Dream Freedom,175,87,3,281.0
684,Magic Freedom,276,109,3,297.0
685,Rise Beautiful,227,31,13,273.0
686,Time City,174,11,2,324.0
687,Memory Dream,15,72,8,216.0
688,Again Wonder,113,24,6,208.0
689,Falling Higher,212,47,1,
690,Rain Heart,135,60,10,173.0
691,Night Lost,176,78,15,195.0
692,Run Alone,182,30,17,296.0
693,Memory Stars,98,85,16,201.0
694,Closer Light,124,108,5,202.0
695,Magic Dance,128,22,9,241.0
696,Dream Together,55,71,17,170.0
697,Dance Love,253,22,15,345.0
698,Closer Memory,22,50,5,245.0
699,Alone Alone,253,22,15,297.0
700,Home Time,252,42,10,280.0
701,Time Beautiful,114,88,8,182.0
702,Memory Lost,217,116,6,158.0
703,Closer Again,202,11,17,348.0
704,Wonder Higher,62,38,5,267.0
705,Love Again,5,79,19,203.0
706,Summer Falling,52,31,14,306.0
707,Lost Light,96,9,9,210.0
708,Falling Home,176,78,15,277.0
709,Wonder Time,215,5,11,245.0
710,Light City,206,13,18,196.0
711,Again Rain,295,72,7,358.0
712,Freedom Rain,139,84,4,292.0
713,Run Forever,196,81,10,354.0
714,Memory Freedom,77,57,4,152.0
715,Forever Alone,256,103,6,311.0
716,Freedom Memory,162,56,4,226.0
717,Fire Rise,291,59,8,175.0
718,Run Magic,31,83,14,215.0
719,City Stars,50,28,12,235.0
720,Lost Lost,185,54,10,357.0
721,Ocean Dream,11,61,20,239.0
722,Beautiful Beautiful,102,117,13,316.0
723,Time Heart,90,57,16,240.0
724,Memory Time,262,50,18,338.0
725,Rise Dance,41,89,8,223.0
726,Closer Home,75,29,5,313.0
727,Ocean Believe,173,21,12,306.0
728,Night Home,37,15,19,237.0
729,Believe Heart,163,8,19,331.0
730,Light Alone,203,57,15,263.0
731,Stars Beautiful,186,103,20,283.0
732,Home Home,212,47,1,155.0
733,Again Light,121,96,2,340.0
734,Run Home,41,89,8,251.0
735,Together Alone,33,113,13,271.0
736,Time Rise,14,55,8,284.0
737,Dream Light,43,69,14,308.0
738,Heart Rain,200,58,19,213.0
739,Believe Forever,227,31,13,183.0
740,Love Fire,88,25,17,319.0
741,Closer Memory,167,15,9,269.0
742,Together Light,277,17,10,290.0
743,Home Beautiful,277,17,10,302.0
744,Ocean Higher,289,93,11,313.0
745,Together Falling,159,53,11,273.0
746,City Heart,46,67,9,243.0
747,Heart Love,80,12,8,150.0
748,Falling Heart,70,85,3,270.0
