history_id,track_id,listened_at,device,ms_played
243,79,2026-02-28 00:20:09,Tablet,251655.0
244,764,2024-12-11 00:05:58,Tablet,87072.0
245,414,2024-08-04 05:22:53,Unknown,159230.0
246,1035,2024-10-07 19:19:42,Tablet,131928.0
247,403,2025-03-21 01:26:07,Tablet,131879.0
248,595,2025-07-05 16:37:06,Smart TV,56408.0
249,129,2025-04-30 15:11:29,Tablet,339900.0
250,1172,2024-08-24 11:28:31,Web,303319.0
251,615,2026-07-01 23:44:26,Unknown,185400.0
252,1187,2024-09-17 14:22:28,Mobile,126686.0
253,455,2026-09-01 16:21:24,Mobile,154616.0
254,156,2026-04-01 09:57:45,Smart TV,178852.0
255,34,2025-05-28 23:18:08,Unknown,181970.0
256,105,2025-05-23 21:07:24,Web,88673.0
257,238,2026-05-25 08:33:00,Unknown,333445.0
258,673,2024-06-30 19:50:42,Smart TV,154616.0
259,164,2024-12-02 23:33:03,Mobile,129359.0
260,266,2026-08-11 09:24:01,Web,52638.0
261,852,2024-06-14 15:31:35,Mobile,100208.0
262,592,2024-11-12 19:44:42,Mobile,173360.0
263,319,2026-06-13 04:25:17,Desktop,154616.0
264,136,2026-03-08 09:49:56,Smart TV,252022.0
265,692,2024-05-04 18:13:16,Smart TV,271135.0
266,1047,2024-05-05 17:31:17,Mobile,233947.0
267,730,2026-03-18 03:21:02,Desktop,132352.0
268,1117,2026-08-25 09:06:44,Tablet,183816.0
269,177,2024-03-05 05:54:31,Unknown,95547.0
270,1096,2024-07-17 17:25:42,Web,402813.0
271,62,2024-12-14 14:10:23,Tablet,277143.0
272,825,2024-08-05 06:05:57,Tablet,65987.0
273,138,2026-02-01 08:15:20,Smart TV,337687.0
274,1142,2026-02-28 16:40:11,Desktop,131095.0
275,86,2024-02-07 16:29:23,Mobile,114271.0
276,763,2025-10-26 12:19:57,Web,185495.0
277,950,2024-03-28 04:52:54,Tablet,190660.0
278,239,2025-08-30 04:56:35,Tablet,118451.0
279,698,2024-05-02 22:45:12,Unknown,235403.0
280,650,2024-09-08 11:21:42,Mobile,243913.0
281,219,2024-02-26 10:55:48,Unknown,171112.0
282,529,2026-04-15 13:49:12,Smart TV,285021.0
283,153,2025-06-27 13:14:42,Web,75412.0
284,834,2024-01-24 00:57:07,Unknown,341638.0
285,191,2026-06-09 05:00:12,Mobile,343888.0
286,743,2024-04-26 03:27:52,Web,339641.0
287,254,2024-07-06 20:59:11,Desktop,95287.0
288,101,2024-10-10 11:20:27,Tablet,209199.0
289,164,2026-04-11 19:59:10,Tablet,354863.0
290,609,2026-07-17 20:06:39,Smart TV,279533.0
291,84,2024-11-15 15:17:52,Unknown,45191.0
292,107,2024-05-20 02:30:10,Mobile,73050.0
293,219,2026-07-01 17:21:58,Smart TV,40430.0
294,1110,2024-04-19 09:37:20,Desktop,82760.0
295,168,2024-12-08 06:07:49,Unknown,87803.0
296,213,2025-10-07 00:36:47,Desktop,110416.0
297,347,2026-01-25 18:33:25,Unknown,72665.0
298,1072,2026-06-15 09:57:03,Desktop,204200.0
299,1009,2025-07-14 08:39:43,Unknown,39571.0
300,796,2024-07-16 19:12:57,Tablet,69947.0
301,843,2026-07-21 21:03:23,Mobile,104601.0
302,861,2024-09-18 23:36:18,Mobile,154616.0
303,831,2025-08-27 06:57:36,Tablet,254687.0
304,378,2026-04-13 23:19:53,Desktop,113911.0
305,272,2025-12-29 01:27:49,Mobile,99403.0
306,148,2025-12-01 14:22:16,Mobile,97338.0
307,1177,2024-01-03 23:43:59,Unknown,88250.0
308,29,2025-02-27 03:53:38,Desktop,85987.0
309,253,2026-06-08 13:25:33,Unknown,147284.0
310,1063,2025-11-27 10:00:53,Unknown,139451.0
311,299,2024-07-30 14:10:14,Unknown,143405.0
312,498,2025-05-16 17:48:02,Web,355023.0
313,7,2025-03-19 16:52:42,Mobile,103074.0
314,940,2025-06-20 10:31:29,Web,118536.0
315,289,2024-10-17 10:10:12,Smart TV,53310.0
316,1085,2024-03-07 21:21:11,Desktop,99126.0
317,921,2024-07-24 10:02:05,Web,302777.0
318,329,2025-05-06 08:01:49,Desktop,108803.0
319,996,2025-01-28 07:58:08,Unknown,210251.0
320,297,2024-04-22 09:44:44,Unknown,284896.0
321,203,2024-10-05 23:58:03,Smart TV,197944.0
322,42,2024-03-05 20:38:58,Web,261288.0
323,517,2026-04-09 08:53:40,Tablet,283213.0
324,1177,2026-03-29 19:17:37,Tablet,262597.0
325,7,2024-06-01 00:42:45,Tablet,159443.0
326,860,2025-08-04 12:25:34,Mobile,41500.0
327,628,2026-01-08 15:28:05,Tablet,74216.0
328,409,2025-10-05 14:38:04,Tablet,282023.0
329,1156,2024-12-31 03:29:54,Desktop,95915.0
330,666,2024-02-16 12:14:19,Tablet,164736.0
331,683,2025-05-19 08:17:09,Unknown,163211.0
332,157,2024-04-15 20:34:36,Mobile,176761.0
333,420,2025-04-23 15:00:48,Mobile,141106.0
334,1124,2025-03-27 04:56:29,Web,81190.0
335,199,2024-02-07 09:20:14,Mobile,57887.0
336,575,2025-10-20 21:25:52,Mobile,174686.0
337,698,2026-08-03 08:37:05,Web,186634.0
338,1100,2026-02-03 22:54:18,Smart TV,190447.0
339,568,2025-07-08 06:04:53,Mobile,290626.0
340,1003,2026-04-16 07:52:38,Mobile,274259.0
341,182,2025-05-30 21:13:19,Mobile,59175.0
342,875,2025-12-14 12:42:18,Tablet,318888.0
343,337,2024-01-28 03:33:00,Unknown,404792.0
344,564,2024-07-16 06:15:53,Mobile,332531.0
345,368,2024-07-19 07:36:43,Mobile,58404.0
346,921,2024-08-19 22:31:27,Unknown,87061.0
347,419,2025-01-10 22:49:59,Unknown,224834.0
348,885,2024-06-06 02:18:12,Smart TV,203609.0
349,16,2024-06-24 13:38:11,Smart TV,61833.0
350,223,2024-03-27 05:44:08,Mobile,69824.0
351,891,2024-08-22 06:03:02,Tablet,123177.0
352,1088,2026-08-30 21:32:33,Web,176227.0
353,928,2024-06-10 21:38:12,Smart TV,229436.0
354,871,2024-06-25 22:14:38,Web,230885.0
355,533,2025-09-12 07:47:48,Mobile,313178.0
356,402,2025-02-19 10:45:36,Mobile,122973.0
357,1191,2024-04-28 04:36:57,Unknown,242741.0
358,1093,2026-08-30 04:07:12,Unknown,125681.0
359,1190,2025-12-30 04:55:23,Desktop,34887.0
360,259,2024-09-03 01:50:52,Mobile,200816.0
361,495,2025-07-05 20:06:28,Mobile,75909.0
362,532,2024-09-24 12:05:25,Mobile,229940.0
363,876,2025-05-17 07:28:29,Unknown,82857.0
364,184,2025-06-14 05:22:55,Unknown,183637.0
365,1120,2024-03-23 11:43:04,Web,155779.0
366,62,2024-02-03 00:25:11,Unknown,273433.0
367,50,2026-06-02 01:06:17,Unknown,44390.0
368,1200,2024-03-24 03:00:30,Mobile,252224.0
369,900,2026-03-13 19:37:31,Unknown,278344.0
370,53,2026-01-06 05:27:11,Unknown,309645.0
371,236,2026-03-24 18:21:02,Web,187763.0
372,327,2024-03-28 19:52:15,Tablet,296531.0
373,1106,2025-05-03 10:27:21,Mobile,101941.0
374,309,2024-06-28 10:31:16,Web,175230.0
375,778,2025-04-25 01:28:13,Mobile,202400.0
376,101,2024-01-03 09:30:47,Unknown,218552.0
377,700,2024-03-31 13:09:38,Desktop,244691.0
378,830,2025-01-21 20:29:53,Web,82974.0
379,1048,2024-08-21 11:42:38,Web,164182.0
380,349,2026-03-14 21:00:05,Unknown,167578.0
381,81,2025-10-02 17:06:13,Smart TV,69641.0
382,1144,2025-04-16 22:30:14,Tablet,113642.0
383,1077,2024-07-08 04:34:44,Mobile,50839.0
384,251,2026-06-05 14:15:37,Tablet,74923.0
385,1084,2026-01-26 00:10:51,Unknown,146943.0
386,364,2025-07-14 17:14:41,Tablet,178971.0
387,398,2025-01-22 06:50:00,Web,120062.0
388,497,2024-06-07 02:23:09,Unknown,48389.0
389,605,2026-01-13 06:13:16,Unknown,118895.0
390,630,2025-02-21 10:50:05,Smart TV,74679.0
391,268,2025-01-12 19:14:08,Web,146384.0
392,169,2025-04-18 01:29:04,Unknown,343129.0
393,799,2024-06-09 12:54:48,Web,225805.0
394,87,2024-07-10 14:40:58,Web,152062.0
395,697,2025-07-10 06:48:24,Unknown,153122.0
396,48,2025-11-15 03:04:49,Web,207643.0
397,596,2025-06-09 20:57:39,Mobile,221994.0
398,463,2026-01-18 03:58:02,Tablet,102637.0
399,1063,2024-07-01 10:01:41,Smart TV,113164.0
400,127,2025-11-20 12:22:35,Mobile,46135.0
401,597,2024-09-01 07:27:02,Web,194100.0
402,398,2026-04-28 19:09:31,Unknown,72165.0
403,251,2025-02-08 08:04:42,Mobile,177947.0
404,194,2025-12-29 21:50:24,Mobile,215893.0
405,1115,2024-02-19 22:04:49,Mobile,381575.0
406,406,2025-05-19 07:53:34,Desktop,96800.0
407,81,2026-06-22 14:48:20,Mobile,344651.0
408,1035,2025-05-23 11:55:18,Tablet,278506.0
409,834,2026-03-08 20:07:03,Mobile,262826.0
410,22,2026-07-22 06:43:45,Mobile,128774.0
411,219,2024-12-08 15:06:37,Tablet,55023.0
412,1073,2026-08-04 00:28:39,Smart TV,99779.0
413,1019,2024-09-27 10:19:38,Unknown,237421.0
414,851,2026-07-27 00:06:42,Smart TV,209553.0
415,754,2025-09-16 12:35:23,Web,80067.0
416,146,2026-04-07 04:29:04,Tablet,318502.0
417,588,2024-04-21 19:37:57,Tablet,129135.0
418,978,2024-12-17 00:57:37,Smart TV,168671.0
419,399,2024-06-23 05:44:27,Tablet,313289.0
420,303,2024-03-16 08:44:35,Smart TV,167760.0
421,158,2024-04-04 09:17:22,Unknown,299122.0
422,603,2024-05-13 18:55:15,Mobile,166037.0
423,752,2025-10-07 00:46:25,Smart TV,197667.0
424,810,2025-03-14 15:51:04,Tablet,218792.0
425,197,2024-04-29 04:41:20,Mobile,132598.0
426,396,2026-06-14 02:00:59,Smart TV,207109.0
427,815,2026-06-24 22:06:56,Mobile,58641.0
428,792,2024-06-06 16:35:20,Desktop,44090.0
429,205,2026-09-02 06:23:24,Web,252338.0
430,729,2024-02-23 15:38:53,Tablet,218154.0
431,223,2025-05-12 22:48:20,Tablet,192504.0
432,293,2025-09-28 07:40:37,Web,384398.0
433,83,2024-04-28 08:48:52,Tablet,137563.0
434,917,2026-03-09 07:03:57,Unknown,99999.0
435,1127,2026-01-24 19:14:45,Desktop,59018.0
436,767,2025-09-21 04:31:10,Smart TV,67528.0
437,37,2025-09-12 01:43:44,Tablet,99924.0
438,133,2026-04-02 10:32:05,Mobile,128114.0
439,928,2024-09-18 21:13:21,Tablet,321661.0
440,1174,2025-09-30 22:47:26,Smart TV,102162.0
441,608,2026-04-30 20:07:23,Unknown,220898.0
442,935,2024-04-01 19:00:47,Web,90446.0
443,1187,2025-01-28 23:11:03,Web,336090.0
444,1158,2024-04-15 10:43:08,Web,60630.0
445,1167,2025-09-25 07:04:47,Mobile,347535.0
446,379,2026-05-09 08:07:12,Smart TV,79553.0
447,828,2025-07-31 20:23:00,Tablet,385387.0
448,48,2025-07-25 17:13:14,Smart TV,102175.0
449,856,2026-07-02 01:06:40,Desktop,251043.0
450,634,2025-07-29 08:18:18,Unknown,201668.0
451,741,2025-10-27 08:52:56,Unknown,282052.0
452,1150,2026-02-14 00:38:13,Mobile,288889.0
453,706,2026-09-10 14:50:08,Desktop,317408.0
454,1160,2025-09-16 15:48:24,Desktop,109568.0
455,832,2025-08-27 13:03:38,Unknown,161818.0
456,545,2024-04-05 20:02:50,Smart TV,156003.0
457,150,2026-08-03 07:53:14,Smart TV,29028.0
458,202,2025-11-19 05:18:19,Web,170467.0
459,1171,2024-12-10 04:22:33,Web,65112.0
460,817,2025-07-08 05:25:23,Web,86713.0
461,1043,2024-10-05 22:47:36,Desktop,358755.0
462,980,2026-02-09 08:08:45,Tablet,37744.0
463,890,2025-09-06 14:13:26,Mobile,261162.0
464,240,2026-05-03 14:05:49,Unknown,213171.0
465,396,2026-04-13 22:16:41,Mobile,149815.0
466,99,2026-08-26 02:24:39,Unknown,179090.0
467,572,2024-03-23 10:40:08,Unknown,158311.0
468,659,2024-02-25 16:29:53,Unknown,180724.0
469,1069,2024-07-19 21:12:24,Unknown,169311.0
470,295,2024-02-21 13:24:41,Mobile,107077.0
471,1015,2025-03-27 16:07:04,Mobile,185711.0
472,920,2026-06-25 05:05:14,Smart TV,224261.0
473,267,2025-09-02 04:59:42,Mobile,153310.0
474,1008,2026-01-12 22:46:11,Mobile,284993.0
475,330,2025-08-01 21:54:38,Mobile,76961.0
476,814,2026-08-17 19:04:39,Desktop,191314.0
477,407,2024-07-26 16:31:29,Web,97820.0
478,733,2026-01-02 06:14:05,Smart TV,119890.0
479,223,2025-04-23 19:49:53,Desktop,207893.0
480,337,2025-11-25 03:42:04,Smart TV,81836.0
481,231,2024-08-12 15:21:39,Unknown,132298.0
482,651,2024-05-15 17:01:46,Web,229240.0
483,771,2024-05-04 06:55:54,Unknown,106793.0
484,1117,2024-10-30 11:10:51,Desktop,87065.0
485,1186,2024-11-26 01:44:23,Tablet,59915.0
486,89,2026-04-17 03:26:28,Mobile,142965.0
487,485,2025-04-07 07:27:35,Smart TV,148936.0
488,964,2025-07-01 03:56:32,Unknown,370723.0
489,1024,2025-11-14 18:41:31,Mobile,92251.0
490,331,2025-10-16 03:21:33,Tablet,341356.0
491,1099,2026-04-27 06:38:26,Tablet,66112.0
492,860,2024-06-24 20:50:41,Smart TV,190738.0
493,897,2024-08-27 15:30:39,Tablet,226698.0
494,498,2026-06-16 04:11:11,Unknown,322378.0
495,653,2025-02-22 01:03:41,Smart TV,83528.0
496,47,2025-05-19 21:25:50,Smart TV,237552.0
497,244,2025-04-09 17:24:54,Smart TV,147069.0
498,484,2026-07-10 14:44:55,Mobile,149694.0
499,748,2026-02-21 00:04:55,Unknown,142051.0
500,351,2024-07-03 08:09:08,Desktop,274269.0
501,177,2025-02-06 13:19:37,Smart TV,53240.0
502,215,2025-12-04 09:38:42,Mobile,88789.0
503,1071,2025-10-28 06:20:34,Web,73285.0
504,1163,2025-02-11 16:37:43,Tablet,293208.0
505,1095,2026-03-02 09:46:35,Tablet,125196.0
506,592,2026-03-13 19:54:20,Desktop,209723.0
507,78,2026-05-21 12:02:49,Unknown,158380.0
508,471,2025-11-09 19:44:38,Unknown,110215.0
509,514,2025-06-03 10:37:35,Tablet,276236.0
510,692,2026-05-16 22:11:58,Unknown,196012.0
511,173,2024-10-17 12:37:33,Smart TV,196809.0
512,74,2025-12-12 23:50:30,Desktop,197529.0
513,482,2026-07-05 19:48:19,Desktop,173219.0
514,1105,2026-02-26 23:54:38,Smart TV,85874.0
515,563,2025-01-24 02:50:22,Unknown,380825.0
